"Title","City","State","Group","Ideology","Headquarters","Statewide","Year"
"The Foundation","Walnut","California","","","Yes","","2022"
"The Frontiersmen","Ravenna","Ohio","","","Yes","","2022"
"The Healthy American","San Clemente","California","","","Yes","","2022"
"The Institute on the Constitution (aka American View)","Pasadena","Maryland","","","Yes","","2022"
"The Last Militia","Clark County","Ohio","","","","","2022"
"The Last Militia","Montgomery County","Ohio","","","","","2022"
"The Last Militia","Summit County","Ohio","","","","","2022"
"The Last Militia","Butler County","Ohio","","","Yes","","2022"
"The Last Militia","Hamilton County","Ohio","","","Yes","","2022"
"The Moorish Science Temple of America 1928","Lithonia","Georgia","","","Yes","","2022"
"The Political Cesspool","Bartlett","Tennessee","","White Nationalist ","Yes","","2022"
"The Post and Email","Canterbury","Connecticut","","","Yes","","2022"
"The Pray in Jesus Name Project","Colorado Springs","Colorado","","Anti-LGBTQ","Yes","","2022"
"The Prophecy Club Resources","Topeka","Kansas","","","","","2022"
"The Real Three Percenters Idaho","","Idaho","","","Yes","Yes","2022"
"The Realist Report","Freeport","New York","","Antisemitism","Yes","","2022"
"The Remembrance Project","Houston","Texas","The Remembrance Project","Anti-Immigrant","Yes","","2022"
"The Remnant/The Remnant Press","Forest Lake","Minnesota","","Radical Traditional Catholicism ","Yes","","2022"
"The Right Stuff","","Pennsylvania","","White Nationalist ","Yes","Yes","2022"
"The Straight Way of Grace Ministry","Marble Hill","Missouri","","Anti-Muslim","Yes","","2022"
"The United Sabaeans Worldwide","Brooklyn","New York","","General Hate ","Yes","","2022"
"The United West","Lake Worth Beach","Florida","","Anti-Muslim","Yes","","2022"
"Third Reich Books","Fairbury","Nebraska","","Neo-Nazi","","","2022"
"This is Texas Freedom Force","","Texas","","","Yes","Yes","2022"
"Thomas More Law Center","Ann Arbor","Michigan","","General Hate ","Yes","","2022"
"Three Percent of Washington","","Washington","","","Yes","Yes","2022"
"Tightrope Records","","Arkansas","","White Nationalist ","Yes","Yes","2022"
"Timber Unity","","Oregon","","","Yes","Yes","2022"
"Tom Brown Ministries","El Paso","Texas","","Anti-LGBTQ","Yes","","2022"
"Tradition in Action","Los Angeles","California","","Radical Traditional Catholicism ","Yes","","2022"
"True Light Pentecost Church","Spartanburg","South Carolina","","Anti-LGBTQ","Yes","","2022"
"True Nation Israelite Congregation","Los Angeles","California","","General Hate ","Yes","","2022"
"True Texas Project","Tarrant County","Texas","","","Yes","","2022"
"True311.com","","Tennessee","","Ku Klux Klan ","Yes","Yes","2022"
"TruNews","Vero Beach","Florida","","General Hate ","Yes","","2022"
"Truth in Love Project","Maryville","Tennessee","","Anti-Muslim","Yes","","2022"
"Truth in Textbooks","Boerne","Texas","","Anti-Muslim","Yes","","2022"
"TruthRadioShow.com","Hope","Rhode Island","","","Yes","","2022"
"Uncle Sam's Misguided Children","Sarasota","Florida","","","","","2022"
"Understanding the Threat","Dallas","Texas","","Anti-Muslim","Yes","","2022"
"Union of Three Percenter American Patriots","Phoenix","Arizona","","","Yes","","2022"
"United Families International","Gilbert","Arizona","","Anti-LGBTQ","Yes","","2022"
"United Klan Nation","","Tennessee","","Ku Klux Klan ","Yes","Yes","2022"
"United Patriots for America","Linden","New Jersey","","Anti-Immigrant","Yes","","2022"
"United People of America","Tucson","Arizona","","White Nationalist ","Yes","","2022"
"United Riot Records","New York","New York","","Hate Music ","Yes","","2022"
"United Skinhead Nation","","Florida","","Racist Skinhead ","Yes","Yes","2022"
"United States Justice Foundation","Riverside","California","","","","","2022"
"United States of America Republic Government","Merrillville","Indiana","","","","","2022"
"United States of America Republic Government","Chicago","Illinois","","","Yes","","2022"
"United States of America Republic Government","","New Jersey","","","","Yes","2022"
"Utah Citizens Alarm","","Utah","","","Yes","Yes","2022"
"Utah Constitutional Militia","Salt Lake City","Utah","","","Yes","","2022"
"Utah Parents Involved in Education","","Utah","","","","Yes","2022"
"Utah Patriots","Salt Lake City","Utah","","","Yes","","2022"
"Vanguard News Network","Kirksville","Missouri","","Neo-Nazi","Yes","","2022"
"VDARE Foundation","Berkeley Springs","West Virginia","VDARE","White Nationalist ","Yes","","2022"
"Verity Baptist Church","Sacramento","California","","Anti-LGBTQ","Yes","","2022"
"Vermont Parents Involved in Education","","Vermont","","","","Yes","2022"
"Vermont State Militia","White River Junction","Vermont","","","Yes","","2022"
"Veterans on Patrol","Pima County","Arizona","Veterans on Patrol","","Yes","","2022"
"Vinland Clothing","","California","","Racist Skinhead ","","Yes","2022"
"Vinland Rebels","","Hawaii","","Neo-Nazi","","Yes","2022"
"Vinland Rebels","","Montana","","Neo-Nazi","","Yes","2022"
"Vinland Rebels","","Tennessee","","Neo-Nazi","","Yes","2022"
"Vinland Rebels","","Washington","","Neo-Nazi","","Yes","2022"
"Vinlanders Social Club","","Florida","Vinlanders Social Club","Racist Skinhead ","Yes","Yes","2022"
"Vinlandic Werwolf Distribution","Sherman Oaks","California","","Hate Music ","Yes","","2022"
"Virginia Moms for America","","Virginia","","","","Yes","2022"
"Virginia Parents Involved in Education","","Virginia","","","","Yes","2022"
"Voices Against Tyranny","","Ohio","","","Yes","Yes","2022"
"War On The Horizon","Washington","District of Columbia","","General Hate ","","","2022"
"Warriors for Christ","Mount Juliet","Tennessee","","Anti-LGBTQ","Yes","","2022"
"Washington State Parents Involved in Education","","Washington","","","","Yes","2022"
"Watchmen","Buffalo","New York","","","","","2022"
"Watchmen","Concord","North Carolina","","","Yes","","2022"
"Watchmen for Israel","Baltimore","Maryland","","General Hate ","Yes","","2022"
"We Are Change","Fresno","California","","","","","2022"
"We Are Change","Los Angeles","California","","","","","2022"
"We Are Change","Denver","Colorado","","","","","2022"
"We Are Change","Waterbury","Connecticut","","","","","2022"
"We Are Change","Orlando","Florida","","","","","2022"
"We Are Change","Tampa","Florida","","","","","2022"
"We Are Change","Chicago","Illinois","","","","","2022"
"We Are Change","Rockford","Illinois","","","","","2022"
"We Are Change","New York","New York","","","","","2022"
"We Are Change","Corpus Christi","Texas","","","","","2022"
"We Are Change","New York","New York","","","Yes","","2022"
"We Are Change","","Minnesota","","","","Yes","2022"
"We Are Change","","Pennsylvania","","","","Yes","2022"
"We Are Change","","Texas","","","","Yes","2022"
"We Are Change Huerfano County","Walsenburg","Colorado","","","","","2022"
"We the People for Constitutional Sheriffs","","Iowa","","","Yes","Yes","2022"
"West Ohio Minutemen","Lima","Ohio","","","Yes","","2022"
"West Virginia Parents Involved in Education","","West Virginia","","","","Yes","2022"
"Westboro Baptist Church","Topeka","Kansas","Westboro Baptist Church","Anti-LGBTQ","Yes","","2022"
"What Really Happened","Santa Claus","Indiana","","","Yes","","2022"
"White Christian Brotherhood of the Ku Klux Klan","Dayton","Ohio","","Ku Klux Klan ","Yes","","2022"
"White Christian Brotherhood of the Ku Klux Klan","","Maryland","","Ku Klux Klan ","","Yes","2022"
"White Date","","Illinois","","White Nationalist ","Yes","Yes","2022"
"White Power Hour","","Illinois","","Hate Music ","Yes","Yes","2022"
"White Rabbit Radio","Dearborn Heights","Michigan","","White Nationalist ","Yes","","2022"
"Wild Bill for America","South Daytona","Florida","","","","","2022"
"Will2Rise","Grapevine","Texas","","White Nationalist ","Yes","","2022"
"Winter Solace Productions","Wausau","Wisconsin","","Hate Music ","Yes","","2022"
"Wisconsin Parents Involved in Education","","Wisconsin","","","","Yes","2022"
"Wolves of Vinland","Lynchburg","Virginia","","Neo-Völkisch","Yes","","2022"
"Wolves of Vinland","","South Carolina","","Neo-Völkisch","","Yes","2022"
"Women Fighting for America","Jacksonville","Florida","","","Yes","","2022"
"Women for Aryan Unity","","Wisconsin","","Neo-Völkisch","Yes","Yes","2022"
"World Congress of Families/International Organization for the Family","Rockford","Illinois","World Congress of Families","Anti-LGBTQ","Yes","","2022"
"WorldNetDaily","Washington","District of Columbia","WorldNetDaily","","Yes","","2022"
"Wyoming Parents Involved in Education","","Wyoming","","","","Yes","2022"
"XY Crew","Roanoke","Virginia","","Male Supremacy ","Yes","","2022"
