"year","state","ideology","total"
2018,"West Virginia","General Hate",2
2018,"West Virginia","Neo-Nazi",1
2018,"Wisconsin","Anti-LGBTQ",1
2018,"Wisconsin","Anti-Muslim",2
2018,"Wisconsin","General Hate",1
2018,"Wisconsin","Hate Music",1
2018,"Wisconsin","Neo-Nazi",4
2018,"Wisconsin","White Nationalist",4
2018,"Wisconsin",NA,2
2018,"Wyoming","White Nationalist",1
2019,"Alabama","General Hate",1
2019,"Alabama","Ku Klux Klan",1
2019,"Alabama","Neo-Confederate",2
2019,"Alabama","Neo-Nazi",2
2019,"Alabama","Neo-Völkisch",1
2019,"Alabama","White Nationalist",2
2019,"Alabama",NA,7
2019,"Alaska","General Hate",1
2019,"Alaska","Neo-Völkisch",1
2019,"Arizona","Anti-Immigrant",2
2019,"Arizona","Anti-LGBTQ",5
2019,"Arizona","Anti-Muslim",2
2019,"Arizona","General Hate",2
2019,"Arizona","Neo-Nazi",1
2019,"Arizona","Neo-Völkisch",1
2019,"Arizona","Racist Skinhead",1
2019,"Arizona","White Nationalist",2
2019,"Arizona",NA,5
2019,"Arkansas","Anti-Muslim",1
2019,"Arkansas","Christian Identity",2
2019,"Arkansas","General Hate",2
2019,"Arkansas","Hate Music",1
2019,"Arkansas","Ku Klux Klan",1
2019,"Arkansas","Neo-Confederate",1
2019,"Arkansas","White Nationalist",2
2019,"Arkansas",NA,5
2019,"California","Anti-Immigrant",3
2019,"California","Anti-LGBTQ",9
2019,"California","Anti-Muslim",13
2019,"California","General Hate",9
2019,"California","Hate Music",1
2019,"California","Holocaust Denial",3
2019,"California","Ku Klux Klan",1
2019,"California","Neo-Nazi",5
2019,"California","Neo-Völkisch",5
2019,"California","Racist Skinhead",6
2019,"California","Radical Traditional Catholicism",1
2019,"California","White Nationalist",13
2019,"California",NA,19
2019,"Colorado","Anti-Immigrant",1
2019,"Colorado","Anti-LGBTQ",4
2019,"Colorado","Anti-Muslim",2
2019,"Colorado","Christian Identity",1
2019,"Colorado","General Hate",1
2019,"Colorado","Hate Music",1
2019,"Colorado","Neo-Nazi",1
2019,"Colorado","Neo-Völkisch",1
2019,"Colorado","White Nationalist",5
2019,"Colorado",NA,5
2019,"Connecticut","Anti-Muslim",2
2019,"Connecticut","General Hate",2
2019,"Connecticut","Neo-Nazi",1
2019,"Connecticut","White Nationalist",2
2019,"Connecticut",NA,1
2019,"Delaware","Anti-Muslim",1
2019,"Delaware",NA,2
2019,"District of Columbia","Anti-Immigrant",3
2019,"District of Columbia","Anti-LGBTQ",1
2019,"District of Columbia","Anti-Muslim",5
2019,"District of Columbia","General Hate",2
2019,"District of Columbia","White Nationalist",4
2019,"District of Columbia",NA,4
2019,"Florida","Anti-Immigrant",2
2019,"Florida","Anti-LGBTQ",5
2019,"Florida","Anti-Muslim",7
2019,"Florida","Christian Identity",1
2019,"Florida","General Hate",8
2019,"Florida","Ku Klux Klan",3
2019,"Florida","Neo-Confederate",5
2019,"Florida","Neo-Nazi",5
2019,"Florida","Neo-Völkisch",2
2019,"Florida","Racist Skinhead",3
2019,"Florida","White Nationalist",7
2019,"Florida",NA,19
2019,"Georgia","Anti-Immigrant",1
2019,"Georgia","Anti-LGBTQ",2
2019,"Georgia","Anti-Muslim",1
2019,"Georgia","Christian Identity",1
2019,"Georgia","General Hate",6
2019,"Georgia","Ku Klux Klan",2
2019,"Georgia","Neo-Confederate",4
2019,"Georgia","Neo-Nazi",1
2019,"Georgia","Neo-Völkisch",1
2019,"Georgia","White Nationalist",6
2019,"Georgia",NA,13
2019,"Hawaii","Anti-LGBTQ",1
2019,"Hawaii","General Hate",1
2019,"Hawaii",NA,2
2019,"Idaho","Anti-Muslim",2
2019,"Idaho","General Hate",2
2019,"Idaho","Holocaust Denial",1
2019,"Idaho","Neo-Nazi",1
2019,"Idaho","Neo-Völkisch",1
2019,"Illinois","Anti-LGBTQ",5
2019,"Illinois","Anti-Muslim",2
2019,"Illinois","Christian Identity",2
2019,"Illinois","General Hate",2
2019,"Illinois","Hate Music",1
2019,"Illinois","Ku Klux Klan",2
2019,"Illinois","Neo-Nazi",1
2019,"Illinois","Racist Skinhead",1
2019,"Illinois","White Nationalist",2
2019,"Illinois",NA,8
2019,"Indiana","Anti-LGBTQ",1
2019,"Indiana","Anti-Muslim",2
2019,"Indiana","General Hate",1
2019,"Indiana","Ku Klux Klan",4
2019,"Indiana","Neo-Völkisch",1
2019,"Indiana","Racist Skinhead",3
2019,"Indiana","Radical Traditional Catholicism",1
2019,"Indiana","White Nationalist",4
2019,"Indiana",NA,3
2019,"Iowa","Neo-Nazi",1
2019,"Iowa","White Nationalist",1
2019,"Iowa",NA,1
2019,"Kansas","Anti-LGBTQ",1
2019,"Kansas","Neo-Nazi",1
2019,"Kansas",NA,1
2019,"Kentucky","Christian Identity",1
2019,"Kentucky","Ku Klux Klan",4
2019,"Kentucky","Neo-Confederate",1
2019,"Kentucky","Neo-Nazi",1
2019,"Kentucky","Neo-Völkisch",1
2019,"Kentucky","White Nationalist",2
2019,"Kentucky",NA,5
2019,"Louisiana","Anti-LGBTQ",3
2019,"Louisiana","Anti-Muslim",2
2019,"Louisiana","General Hate",1
2019,"Louisiana","Ku Klux Klan",1
2019,"Louisiana","Neo-Confederate",1
2019,"Louisiana","White Nationalist",3
2019,"Louisiana",NA,10
2019,"Maine","White Nationalist",2
2019,"Maryland","Anti-Immigrant",1
2019,"Maryland","Anti-LGBTQ",1
2019,"Maryland","Anti-Muslim",1
2019,"Maryland","General Hate",2
2019,"Maryland","Hate Music",1
2019,"Maryland","Holocaust Denial",1
2019,"Maryland","Ku Klux Klan",1
2019,"Maryland","Neo-Nazi",1
2019,"Maryland","Racist Skinhead",1
2019,"Maryland","Radical Traditional Catholicism",1
2019,"Maryland","White Nationalist",2
2019,"Maryland",NA,7
2019,"Massachusetts","Anti-LGBTQ",2
2019,"Massachusetts","Anti-Muslim",1
2019,"Massachusetts","General Hate",2
2019,"Massachusetts","Neo-Nazi",2
2019,"Massachusetts","Neo-Völkisch",1
2019,"Massachusetts","Radical Traditional Catholicism",1
2019,"Massachusetts","White Nationalist",2
2019,"Massachusetts",NA,4
2019,"Michigan","Anti-LGBTQ",2
2019,"Michigan","Anti-Muslim",4
2019,"Michigan","General Hate",2
2019,"Michigan","Hate Music",1
2019,"Michigan","Ku Klux Klan",1
2019,"Michigan","Neo-Nazi",3
2019,"Michigan","Neo-Völkisch",1
2019,"Michigan","Racist Skinhead",1
2019,"Michigan","White Nationalist",5
2019,"Michigan",NA,7
2019,"Minnesota","Anti-Muslim",1
2019,"Minnesota","General Hate",2
2019,"Minnesota","Neo-Völkisch",2
2019,"Minnesota","Racist Skinhead",2
2019,"Minnesota","Radical Traditional Catholicism",1
2019,"Minnesota","White Nationalist",3
2019,"Minnesota",NA,1
2019,"Mississippi","Anti-LGBTQ",1
2019,"Mississippi","Ku Klux Klan",5
2019,"Mississippi","Neo-Confederate",1
2019,"Mississippi","Neo-Völkisch",1
2019,"Mississippi",NA,4
2019,"Missouri","Anti-Muslim",2
2019,"Missouri","Christian Identity",1
2019,"Missouri","General Hate",1
2019,"Missouri","Neo-Nazi",2
2019,"Missouri","Neo-Völkisch",1
2019,"Missouri","Racist Skinhead",2
2019,"Missouri","White Nationalist",3
2019,"Missouri",NA,9
2019,"Montana","Anti-Muslim",2
2019,"Montana","Racist Skinhead",1
2019,"Montana","White Nationalist",3
2019,"Nebraska","Anti-Muslim",1
2019,"Nebraska","Neo-Nazi",2
2019,"Nebraska","Racist Skinhead",1
2019,"Nebraska","White Nationalist",1
2019,"Nebraska",NA,1
2019,"Nevada","Anti-LGBTQ",1
2019,"Nevada","Anti-Muslim",1
2019,"Nevada","General Hate",2
2019,"Nevada","White Nationalist",2
2019,"Nevada",NA,3
2019,"New Hampshire","Anti-Muslim",1
2019,"New Hampshire","Neo-Nazi",2
2019,"New Hampshire","White Nationalist",1
2019,"New Jersey","Hate Music",3
2019,"New Jersey","Ku Klux Klan",1
2019,"New Jersey","Neo-Nazi",3
2019,"New Jersey","Racist Skinhead",2
2019,"New Jersey","White Nationalist",5
2019,"New Jersey",NA,7
2019,"New Mexico","General Hate",1
2019,"New York","Anti-LGBTQ",2
2019,"New York","Anti-Muslim",5
2019,"New York","General Hate",5
2019,"New York","Hate Music",1
2019,"New York","Ku Klux Klan",2
2019,"New York","Neo-Nazi",2
2019,"New York","Neo-Völkisch",1
2019,"New York","Racist Skinhead",2
2019,"New York","Radical Traditional Catholicism",2
2019,"New York","White Nationalist",8
2019,"New York",NA,14
2019,"North Carolina","Anti-Immigrant",1
2019,"North Carolina","General Hate",2
2019,"North Carolina","Ku Klux Klan",2
2019,"North Carolina","Neo-Confederate",3
2019,"North Carolina","Neo-Völkisch",1
2019,"North Carolina","Racist Skinhead",4
2019,"North Carolina","White Nationalist",3
2019,"North Carolina",NA,16
2019,"North Dakota","Neo-Völkisch",1
2019,"North Dakota","White Nationalist",1
2019,"Ohio","Anti-LGBTQ",4
2019,"Ohio","Anti-Muslim",3
2019,"Ohio","General Hate",3
2019,"Ohio","Ku Klux Klan",3
2019,"Ohio","Neo-Nazi",2
2019,"Ohio","Neo-Völkisch",1
2019,"Ohio","Racist Skinhead",1
2019,"Ohio","Radical Traditional Catholicism",1
2019,"Ohio","White Nationalist",4
2019,"Ohio",NA,9
2019,"Oklahoma","Anti-LGBTQ",1
2019,"Oklahoma","General Hate",1
2019,"Oklahoma","Ku Klux Klan",1
2019,"Oklahoma","White Nationalist",2
2019,"Oklahoma",NA,5
2019,"Oregon","Anti-Immigrant",1
2019,"Oregon","Anti-LGBTQ",1
2019,"Oregon","General Hate",5
2019,"Oregon","Ku Klux Klan",1
2019,"Oregon","Neo-Völkisch",1
2019,"Oregon","Racist Skinhead",3
2019,"Oregon","White Nationalist",2
2019,"Oregon",NA,1
2019,"Pennsylvania","Anti-LGBTQ",1
2019,"Pennsylvania","Anti-Muslim",3
2019,"Pennsylvania","General Hate",3
2019,"Pennsylvania","Hate Music",2
2019,"Pennsylvania","Holocaust Denial",1
2019,"Pennsylvania","Ku Klux Klan",1
2019,"Pennsylvania","Neo-Nazi",3
2019,"Pennsylvania","Neo-Völkisch",3
2019,"Pennsylvania","Racist Skinhead",4
2019,"Pennsylvania","Radical Traditional Catholicism",1
2019,"Pennsylvania","White Nationalist",5
2019,"Pennsylvania",NA,9
2019,"Rhode Island","White Nationalist",1
2019,"South Carolina","Anti-LGBTQ",1
2019,"South Carolina","General Hate",1
2019,"South Carolina","Ku Klux Klan",1
2019,"South Carolina","Neo-Confederate",1
2019,"South Carolina","Neo-Nazi",1
2019,"South Carolina","Neo-Völkisch",2
2019,"South Carolina","White Nationalist",4
2019,"South Carolina",NA,6
2019,"South Dakota","General Hate",1
2019,"South Dakota","Neo-Nazi",1
2019,"South Dakota","White Nationalist",2
2019,"Tennessee","Anti-LGBTQ",2
2019,"Tennessee","Anti-Muslim",4
2019,"Tennessee","Christian Identity",1
2019,"Tennessee","General Hate",2
2019,"Tennessee","Ku Klux Klan",4
2019,"Tennessee","Neo-Confederate",4
2019,"Tennessee","Neo-Nazi",2
2019,"Tennessee","Neo-Völkisch",3
2019,"Tennessee","Racist Skinhead",1
2019,"Tennessee","White Nationalist",7
2019,"Tennessee",NA,8
2019,"Texas","Anti-Immigrant",2
2019,"Texas","Anti-LGBTQ",8
2019,"Texas","Anti-Muslim",6
2019,"Texas","General Hate",4
2019,"Texas","Hate Music",1
2019,"Texas","Holocaust Denial",1
2019,"Texas","Ku Klux Klan",2
2019,"Texas","Male Supremacy",1
2019,"Texas","Neo-Confederate",1
2019,"Texas","Neo-Nazi",3
2019,"Texas","Neo-Völkisch",4
2019,"Texas","Racist Skinhead",2
2019,"Texas","White Nationalist",6
2019,"Texas",NA,22
2019,"Utah","General Hate",2
2019,"Utah","Neo-Völkisch",1
2019,"Utah","White Nationalist",2
2019,"Vermont","Neo-Nazi",1
2019,"Vermont","White Nationalist",1
2019,"Virginia","Anti-Immigrant",2
2019,"Virginia","Anti-LGBTQ",1
2019,"Virginia","Anti-Muslim",2
2019,"Virginia","General Hate",1
2019,"Virginia","Hate Music",1
2019,"Virginia","Ku Klux Klan",3
2019,"Virginia","Neo-Confederate",2
2019,"Virginia","Neo-Nazi",1
2019,"Virginia","Neo-Völkisch",2
2019,"Virginia","Racist Skinhead",4
2019,"Virginia","Radical Traditional Catholicism",1
2019,"Virginia","White Nationalist",10
2019,"Virginia",NA,6
2019,"Washington","Anti-Immigrant",1
2019,"Washington","Anti-LGBTQ",4
2019,"Washington","Anti-Muslim",3
2019,"Washington","Christian Identity",1
2019,"Washington","General Hate",4
2019,"Washington","Neo-Nazi",3
2019,"Washington","Neo-Völkisch",3
2019,"Washington","Racist Skinhead",3
2019,"Washington","White Nationalist",5
2019,"Washington",NA,3
2019,"West Virginia","Anti-Muslim",1
2019,"West Virginia","Neo-Nazi",1
2019,"West Virginia","White Nationalist",2
2019,"Wisconsin","Anti-LGBTQ",1
2019,"Wisconsin","Anti-Muslim",1
2019,"Wisconsin","Hate Music",1
2019,"Wisconsin","Neo-Nazi",3
2019,"Wisconsin","Neo-Völkisch",1
2019,"Wisconsin","White Nationalist",5
2019,"Wisconsin",NA,3
2019,"Wyoming","White Nationalist",1
2020,"Alabama","General Hate",8
2020,"Alabama","Ku Klux Klan",1
2020,"Alabama","Neo-Confederate",6
2020,"Alabama","Neo-Nazi",1
2020,"Alabama","Neo-Völkisch",2
2020,"Alabama","White Nationalist",2
2020,"Alaska","Neo-Völkisch",1
2020,"Arizona","Anti-Immigrant",2
2020,"Arizona","Anti-LGBTQ",5
2020,"Arizona","Anti-Muslim",2
2020,"Arizona","General Hate",6
2020,"Arizona","Hate Music",1
2020,"Arizona","Neo-Nazi",5
2020,"Arizona","Neo-Völkisch",1
2020,"Arizona","Racist Skinhead",2
2020,"Arizona","White Nationalist",2
2020,"Arkansas","Anti-Muslim",1
2020,"Arkansas","Christian Identity",2
2020,"Arkansas","General Hate",4
2020,"Arkansas","Hate Music",1
2020,"Arkansas","Ku Klux Klan",1
2020,"Arkansas","Neo-Confederate",1
2020,"Arkansas","Neo-Nazi",1
2020,"Arkansas","Racist Skinhead",1
2020,"Arkansas","White Nationalist",2
2020,"California","Anti-Immigrant",2
2020,"California","Anti-LGBTQ",10
2020,"California","Anti-Muslim",11
2020,"California","General Hate",26
2020,"California","Hate Music",1
2020,"California","Neo-Nazi",2
2020,"California","Neo-Völkisch",2
2020,"California","Racist Skinhead",5
2020,"California","Radical Traditional Catholicism",1
2020,"California","White Nationalist",12
2020,"Colorado","Anti-Immigrant",1
2020,"Colorado","Anti-LGBTQ",2
2020,"Colorado","Anti-Muslim",2
2020,"Colorado","Christian Identity",1
2020,"Colorado","General Hate",5
2020,"Colorado","Neo-Nazi",3
2020,"Colorado","Neo-Völkisch",1
2020,"Colorado","White Nationalist",2
2020,"Connecticut","Anti-Muslim",2
2020,"Connecticut","General Hate",2
2020,"Connecticut","White Nationalist",2
2020,"Delaware","Anti-Muslim",1
2020,"Delaware","General Hate",2
2020,"District of Columbia","Anti-Immigrant",4
2020,"District of Columbia","Anti-LGBTQ",1
2020,"District of Columbia","Anti-Muslim",3
2020,"District of Columbia","General Hate",8
2020,"District of Columbia","White Nationalist",3
2020,"Florida","Anti-Immigrant",2
2020,"Florida","Anti-LGBTQ",5
2020,"Florida","Anti-Muslim",7
2020,"Florida","Christian Identity",1
2020,"Florida","General Hate",32
2020,"Florida","Ku Klux Klan",2
2020,"Florida","Neo-Confederate",5
2020,"Florida","Neo-Nazi",3
2020,"Florida","Neo-Völkisch",1
2020,"Florida","Racist Skinhead",4
2020,"Florida","White Nationalist",6
2020,"Georgia","Anti-Immigrant",1
2020,"Georgia","Anti-LGBTQ",2
2020,"Georgia","Christian Identity",1
2020,"Georgia","General Hate",16
2020,"Georgia","Ku Klux Klan",1
2020,"Georgia","Neo-Confederate",2
2020,"Georgia","White Nationalist",6
2020,"Hawaii","Anti-LGBTQ",1
2020,"Hawaii","General Hate",3
2020,"Idaho","Anti-Muslim",2
2020,"Idaho","General Hate",3
2020,"Idaho","Neo-Völkisch",1
2020,"Idaho","White Nationalist",1
2020,"Illinois","Anti-LGBTQ",4
2020,"Illinois","Anti-Muslim",2
2020,"Illinois","Christian Identity",1
2020,"Illinois","General Hate",8
2020,"Illinois","Neo-Nazi",2
2020,"Illinois","Racist Skinhead",1
2020,"Illinois","White Nationalist",1
2020,"Indiana","Anti-LGBTQ",1
2020,"Indiana","Anti-Muslim",1
2020,"Indiana","General Hate",5
2020,"Indiana","Ku Klux Klan",3
2020,"Indiana","Neo-Nazi",2
2020,"Indiana","Neo-Völkisch",1
2020,"Indiana","Racist Skinhead",1
2020,"Indiana","Radical Traditional Catholicism",1
2020,"Indiana","White Nationalist",4
2020,"Iowa","General Hate",1
2020,"Iowa","Neo-Nazi",1
2020,"Iowa","White Nationalist",1
2020,"Kansas","Anti-LGBTQ",1
2020,"Kansas","General Hate",1
2020,"Kentucky","Christian Identity",1
2020,"Kentucky","General Hate",5
2020,"Kentucky","Ku Klux Klan",1
2020,"Kentucky","Neo-Confederate",1
2020,"Kentucky","Neo-Nazi",3
2020,"Kentucky","White Nationalist",2
2020,"Louisiana","Anti-LGBTQ",3
2020,"Louisiana","Anti-Muslim",2
2020,"Louisiana","General Hate",9
2020,"Louisiana","Neo-Confederate",1
2020,"Louisiana","White Nationalist",1
2020,"Maine","White Nationalist",3
2020,"Maryland","Anti-Immigrant",1
2020,"Maryland","Anti-Muslim",1
2020,"Maryland","General Hate",8
2020,"Maryland","Ku Klux Klan",2
2020,"Maryland","Radical Traditional Catholicism",1
2020,"Maryland","White Nationalist",2
2020,"Massachusetts","Anti-LGBTQ",2
2020,"Massachusetts","Anti-Muslim",1
2020,"Massachusetts","General Hate",4
2020,"Massachusetts","Neo-Nazi",2
2020,"Massachusetts","Neo-Völkisch",1
2020,"Massachusetts","White Nationalist",2
2020,"Michigan","Anti-LGBTQ",2
2020,"Michigan","Anti-Muslim",3
2020,"Michigan","General Hate",9
2020,"Michigan","Neo-Nazi",3
2020,"Michigan","Neo-Völkisch",1
2020,"Michigan","Racist Skinhead",1
2020,"Michigan","White Nationalist",6
2020,"Minnesota","General Hate",4
2020,"Minnesota","Neo-Völkisch",2
2020,"Minnesota","Racist Skinhead",1
2020,"Minnesota","Radical Traditional Catholicism",1
2020,"Minnesota","White Nationalist",3
2020,"Mississippi","Anti-LGBTQ",1
2020,"Mississippi","General Hate",4
2020,"Mississippi","Neo-Confederate",1
2020,"Mississippi","Neo-Nazi",1
2020,"Mississippi","White Nationalist",2
2020,"Missouri","Anti-Muslim",2
2020,"Missouri","Christian Identity",1
2020,"Missouri","General Hate",10
2020,"Missouri","Neo-Nazi",1
2020,"Missouri","Neo-Völkisch",1
2020,"Missouri","Racist Skinhead",1
2020,"Missouri","White Nationalist",3
2020,"Montana","Anti-Muslim",2
2020,"Montana","General Hate",1
2020,"Montana","Racist Skinhead",1
2020,"Montana","White Nationalist",2
2020,"Nebraska","Anti-Muslim",1
2020,"Nebraska","Christian Identity",1
2020,"Nebraska","General Hate",2
2020,"Nebraska","Hate Music",1
2020,"Nebraska","Neo-Nazi",2
2020,"Nebraska","Racist Skinhead",1
2020,"Nebraska","White Nationalist",1
2020,"Nevada","Anti-LGBTQ",1
2020,"Nevada","Anti-Muslim",1
2020,"Nevada","General Hate",6
2020,"Nevada","Neo-Nazi",2
2020,"Nevada","White Nationalist",2
2020,"New Hampshire","Anti-Muslim",2
2020,"New Hampshire","Neo-Nazi",2
2020,"New Hampshire","Radical Traditional Catholicism",1
2020,"New Hampshire","White Nationalist",1
2020,"New Jersey","General Hate",9
2020,"New Jersey","Hate Music",2
2020,"New Jersey","Neo-Nazi",1
2020,"New Jersey","Racist Skinhead",2
2020,"New Jersey","White Nationalist",2
2020,"New Mexico","General Hate",1
2020,"New York","Anti-LGBTQ",3
2020,"New York","Anti-Muslim",5
2020,"New York","General Hate",18
2020,"New York","Hate Music",1
2020,"New York","Neo-Nazi",1
2020,"New York","Neo-Völkisch",1
2020,"New York","Radical Traditional Catholicism",2
2020,"New York","White Nationalist",6
2020,"North Carolina","Anti-Immigrant",1
2020,"North Carolina","Anti-Muslim",1
2020,"North Carolina","General Hate",19
2020,"North Carolina","Ku Klux Klan",2
2020,"North Carolina","Neo-Confederate",3
2020,"North Carolina","Neo-Völkisch",1
2020,"North Carolina","Racist Skinhead",1
2020,"North Carolina","White Nationalist",1
2020,"North Dakota","Neo-Völkisch",1
2020,"Ohio","Anti-LGBTQ",3
2020,"Ohio","Anti-Muslim",1
2020,"Ohio","General Hate",10
2020,"Ohio","Ku Klux Klan",1
2020,"Ohio","Neo-Nazi",2
2020,"Ohio","Neo-Völkisch",1
2020,"Ohio","Radical Traditional Catholicism",1
2020,"Ohio","White Nationalist",2
2020,"Oklahoma","Anti-LGBTQ",1
2020,"Oklahoma","General Hate",6
2020,"Oklahoma","Neo-Confederate",1
2020,"Oklahoma","Neo-Nazi",1
2020,"Oklahoma","Racist Skinhead",2
2020,"Oklahoma","White Nationalist",1
2020,"Oregon","Anti-Immigrant",1
2020,"Oregon","Anti-LGBTQ",1
2020,"Oregon","General Hate",5
2020,"Oregon","Neo-Nazi",2
2020,"Oregon","Neo-Völkisch",1
2020,"Oregon","White Nationalist",1
2020,"Pennsylvania","Anti-LGBTQ",1
2020,"Pennsylvania","Anti-Muslim",3
2020,"Pennsylvania","General Hate",12
2020,"Pennsylvania","Hate Music",1
2020,"Pennsylvania","Ku Klux Klan",2
2020,"Pennsylvania","Neo-Nazi",3
2020,"Pennsylvania","Neo-Völkisch",2
2020,"Pennsylvania","Racist Skinhead",4
2020,"Pennsylvania","Radical Traditional Catholicism",1
2020,"Pennsylvania","White Nationalist",7
2020,"Rhode Island","White Nationalist",2
2020,"South Carolina","Anti-LGBTQ",1
2020,"South Carolina","General Hate",8
2020,"South Carolina","Ku Klux Klan",1
2020,"South Carolina","Neo-Confederate",2
2020,"South Carolina","Neo-Nazi",1
2020,"South Carolina","Neo-Völkisch",2
2020,"South Carolina","White Nationalist",5
2020,"South Dakota","Neo-Nazi",1
2020,"Tennessee","Anti-LGBTQ",2
2020,"Tennessee","Anti-Muslim",2
2020,"Tennessee","Christian Identity",1
2020,"Tennessee","General Hate",11
2020,"Tennessee","Ku Klux Klan",4
2020,"Tennessee","Neo-Confederate",3
2020,"Tennessee","Neo-Nazi",4
2020,"Tennessee","Neo-Völkisch",1
2020,"Tennessee","Racist Skinhead",1
2020,"Tennessee","White Nationalist",5
2020,"Texas","Anti-Immigrant",2
2020,"Texas","Anti-LGBTQ",7
2020,"Texas","Anti-Muslim",5
2020,"Texas","General Hate",26
2020,"Texas","Hate Music",1
2020,"Texas","Ku Klux Klan",2
2020,"Texas","Neo-Confederate",1
2020,"Texas","Neo-Nazi",4
2020,"Texas","Neo-Völkisch",2
2020,"Texas","White Nationalist",4
2020,"Utah","General Hate",1
2020,"Utah","Racist Skinhead",2
2020,"Utah","White Nationalist",1
2020,"Vermont","White Nationalist",1
2020,"Virginia","Anti-Immigrant",1
2020,"Virginia","Anti-LGBTQ",1
2020,"Virginia","Anti-Muslim",2
2020,"Virginia","General Hate",6
2020,"Virginia","Hate Music",1
2020,"Virginia","Ku Klux Klan",2
2020,"Virginia","Male Supremacy",1
2020,"Virginia","Neo-Confederate",3
2020,"Virginia","Neo-Nazi",3
2020,"Virginia","Neo-Völkisch",2
2020,"Virginia","Racist Skinhead",2
2020,"Virginia","Radical Traditional Catholicism",1
2020,"Virginia","White Nationalist",8
2020,"Washington","Anti-Immigrant",1
2020,"Washington","Anti-LGBTQ",3
2020,"Washington","Anti-Muslim",3
2020,"Washington","Christian Identity",1
2020,"Washington","General Hate",5
2020,"Washington","Neo-Nazi",2
2020,"Washington","Neo-Völkisch",2
2020,"Washington","Racist Skinhead",2
2020,"Washington","White Nationalist",3
2020,"West Virginia","Neo-Confederate",1
2020,"West Virginia","Neo-Nazi",1
2020,"West Virginia","White Nationalist",2
2020,"Wisconsin","Anti-LGBTQ",1
2020,"Wisconsin","Anti-Muslim",1
2020,"Wisconsin","General Hate",4
2020,"Wisconsin","Hate Music",1
2020,"Wisconsin","Neo-Nazi",1
2020,"Wisconsin","Neo-Völkisch",2
2020,"Wisconsin","Racist Skinhead",1
2020,"Wisconsin","White Nationalist",2
2020,"Wyoming","White Nationalist",1
2021,"Alabama","Antisemitism",3
2021,"Alabama","General Hate",6
2021,"Alabama","Ku Klux Klan",1
2021,"Alabama","Neo-Confederate",2
2021,"Alabama","White Nationalist",1
2021,"Alaska","Neo-Völkisch",1
2021,"Arizona","Anti-Immigrant",2
2021,"Arizona","Anti-LGBTQ",5
2021,"Arizona","Anti-Muslim",1
2021,"Arizona","Antisemitism",1
2021,"Arizona","General Hate",5
2021,"Arizona","Hate Music",1
2021,"Arizona","Neo-Nazi",3
2021,"Arizona","Neo-Völkisch",1
2021,"Arizona","White Nationalist",3
2021,"Arkansas","Antisemitism",1
2021,"Arkansas","Christian Identity",1
2021,"Arkansas","General Hate",2
2021,"Arkansas","Hate Music",1
2021,"Arkansas","Ku Klux Klan",1
2021,"Arkansas","Neo-Confederate",1
2021,"Arkansas","White Nationalist",2
2021,"California","Anti-Immigrant",1
2021,"California","Anti-LGBTQ",9
2021,"California","Anti-Muslim",11
2021,"California","Antisemitism",6
2021,"California","General Hate",24
2021,"California","Hate Music",2
2021,"California","Neo-Nazi",2
2021,"California","Neo-Völkisch",1
2021,"California","Racist Skinhead",3
2021,"California","Radical Traditional Catholicism",1
2021,"California","White Nationalist",5
2021,"Colorado","Anti-Immigrant",1
2021,"Colorado","Anti-LGBTQ",4
2021,"Colorado","Antisemitism",1
2021,"Colorado","Christian Identity",1
2021,"Colorado","General Hate",4
2021,"Colorado","Neo-Nazi",3
2021,"Colorado","Neo-Völkisch",2
2021,"Colorado","White Nationalist",2
2021,"Connecticut","Anti-Muslim",2
2021,"Connecticut","General Hate",2
2021,"Connecticut","Neo-Nazi",1
2021,"Connecticut","White Nationalist",2
2021,"Delaware","Anti-Muslim",1
2021,"Delaware","Antisemitism",1
2021,"Delaware","General Hate",1
2021,"Delaware","White Nationalist",1
2021,"District of Columbia","Anti-Immigrant",4
2021,"District of Columbia","Anti-LGBTQ",1
2021,"District of Columbia","Anti-Muslim",2
2021,"District of Columbia","Antisemitism",1
2021,"District of Columbia","General Hate",7
2021,"District of Columbia","White Nationalist",2
2021,"Florida","Anti-Immigrant",2
2021,"Florida","Anti-LGBTQ",5
2021,"Florida","Anti-Muslim",6
2021,"Florida","Antisemitism",4
2021,"Florida","Christian Identity",1
2021,"Florida","General Hate",24
2021,"Florida","Ku Klux Klan",1
2021,"Florida","Neo-Confederate",1
2021,"Florida","Neo-Nazi",1
2021,"Florida","Neo-Völkisch",1
2021,"Florida","Racist Skinhead",3
2021,"Florida","White Nationalist",4
2021,"Georgia","Anti-Immigrant",1
2021,"Georgia","Anti-LGBTQ",2
2021,"Georgia","Antisemitism",2
2021,"Georgia","Christian Identity",1
2021,"Georgia","General Hate",11
2021,"Georgia","Neo-Confederate",1
2021,"Georgia","Neo-Nazi",1
2021,"Georgia","Neo-Völkisch",1
2021,"Georgia","White Nationalist",4
2021,"Hawaii","Anti-LGBTQ",1
2021,"Hawaii","General Hate",3
2021,"Idaho","Anti-Muslim",1
2021,"Idaho","Antisemitism",1
2021,"Idaho","General Hate",3
2021,"Idaho","White Nationalist",1
2021,"Illinois","Anti-LGBTQ",4
2021,"Illinois","Anti-Muslim",1
2021,"Illinois","Antisemitism",1
2021,"Illinois","Christian Identity",1
2021,"Illinois","General Hate",9
2021,"Illinois","Neo-Nazi",2
